[INFO] [1776691607.771806069] [tag_localization]: tag_localization started
[INFO] [1776691607.772639344] [tag_localization]: detections_topic=/aruco/detections_json
[INFO] [1776693432.066340285] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693432.492497420] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693432.846271739] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693433.535495884] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693434.054130082] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693434.382726196] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693435.259467511] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693435.651553777] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693436.059090235] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693436.598988565] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693436.969863219] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693437.443589243] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693438.259456287] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693438.638982312] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693438.999418697] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693439.403485727] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693440.116410811] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693441.073627746] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693443.373488510] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693444.493341801] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693444.816202277] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693445.336033069] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693445.851228362] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693446.264114542] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693446.981197835] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693447.382570399] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693448.121183248] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693448.530268908] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693449.598607020] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693451.260485426] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693453.283476425] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693456.782116424] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693457.131346198] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693457.525716166] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693459.689881737] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693460.570258726] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693460.969358898] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693461.355871753] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693461.849319167] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693462.191827712] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693462.722687744] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693463.412803738] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693464.532424128] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693465.061837463] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693465.593114679] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693466.084106087] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693466.437635364] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693466.812136625] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693468.030885111] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693468.521177246] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693469.369102437] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693469.783194085] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693470.150120694] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693470.489921198] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693471.819689508] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693472.274833629] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693473.133495907] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693473.625396167] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693474.806748506] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693475.252182985] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693475.844604833] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693476.944706412] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693477.333669837] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693479.392851808] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693480.244881695] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693480.658792274] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693481.026315718] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693481.575161867] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693482.406497011] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693483.449509397] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693484.308475757] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693484.673769434] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693485.316281944] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693485.976821710] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693486.305399101] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693487.267697595] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693488.458046949] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693488.898025956] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693489.319610117] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693490.016728655] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693490.409782401] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693490.723635208] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693492.126065085] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693492.698259900] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693493.432775725] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693493.834680230] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693494.365113539] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693495.808888633] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693496.459748762] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693496.790537499] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693497.155876976] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693498.101963939] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693498.768309781] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693499.681389108] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693500.050904624] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693500.796524685] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693501.844222402] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693502.200333773] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693502.615223171] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693503.170077491] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693504.002314166] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693505.043163472] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693506.850788586] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693507.759257310] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693508.101755185] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693508.909851707] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693509.549196726] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693510.150505889] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693510.932555098] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693511.233505373] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.388, y=-0.086, yaw=123.8 deg
[INFO] [1776693511.829902539] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693512.154597288] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693512.595989410] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693513.319572777] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693513.658860685] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693514.845204696] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693515.217668779] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693516.288971577] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693517.022467645] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693517.672181810] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693518.003752530] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693518.417371199] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693519.103520691] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693519.565634951] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693519.975463395] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693520.322129293] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693521.106085186] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693521.425270016] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693521.859471376] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693522.449310447] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693522.816190463] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693523.113816311] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693523.979732340] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693524.850982976] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693525.215934354] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693525.773711765] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693526.281578778] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693526.782044544] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693529.030838842] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693529.587667815] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693529.953177414] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693530.278231610] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693530.629998953] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693531.999102448] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693534.067879333] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693534.891818733] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693535.479982447] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693535.798087767] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693536.107791567] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693536.444745566] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693536.802499256] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693537.230284593] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693537.592314450] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693537.926863831] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693538.360420126] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693538.943622140] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693539.686866107] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693540.676472107] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693541.284119907] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693542.765229590] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693543.930555349] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693544.303100886] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693544.642845117] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693546.505949523] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693550.697733916] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693552.412785975] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693553.159263419] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693554.164891806] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693554.521242174] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693555.016882306] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693555.724430841] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693556.776044815] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693557.233982421] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693557.700572418] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693558.038101087] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693559.704853564] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693560.003684416] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693561.178246839] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693561.734809254] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693562.205786252] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693562.739383616] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.387, y=-0.083, yaw=123.7 deg
[INFO] [1776693563.246644536] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693563.558575853] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693564.074821253] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693564.428930541] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693564.992001522] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693565.355948435] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693565.863156764] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
